iter	Logloss
117	0.001899803203
118	0.001899798829
119	0.001899803142
120	0.001899791737
121	0.001899791737
122	0.001899791737
123	0.001899791737
124	0.001889637328
125	0.001889637328
126	0.001889640156
127	0.001889643652
128	0.001889643652
129	0.001889642652
130	0.001889642652
131	0.001889642652
132	0.001889627343
133	0.001889635636
134	0.001889624797
135	0.001889630499
136	0.001889642965
137	0.001889642965
138	0.00188961765
139	0.001889622373
140	0.001889622373
141	0.001889614872
142	0.001889620276
143	0.001889620276
144	0.001889620276
145	0.001889606786
146	0.001889606786
147	0.001889600775
148	0.001889600775
149	0.001889600775
150	0.00188960027
151	0.001889597174
152	0.001889597699
153	0.001889588532
154	0.001889588532
155	0.001889588532
156	0.001889588532
157	0.001889595189
158	0.001889595189
159	0.001889578643
160	0.001889571172
161	0.001889571172
162	0.001889559126
163	0.00188956202
164	0.001889559707
165	0.001889559707
166	0.001889559707
167	0.001889559707
168	0.001889559354
169	0.001889545757
170	0.001889545757
171	0.001889535261
172	0.001889535261
173	0.001889535746
174	0.001889530109
175	0.0018895421
176	0.001889509573
177	0.001889518765
178	0.001889518765
179	0.001889508845
180	0.001889508845
181	0.001889477561
182	0.001889493147
183	0.001889493147
184	0.001889489587
185	0.001889476692
186	0.001889482965
187	0.001889471313
188	0.001889472368
189	0.001889487607
190	0.001889456696
191	0.001889458398
192	0.001889446215
193	0.001889446215
194	0.001889444781
195	0.001889443124
196	0.001889425426
197	0.001889413961
198	0.001889429548
199	0.001889415213
200	0.001889423194
201	0.001889415208
202	0.001889410749
203	0.00188940194
204	0.00188940194
205	0.00188940194
206	0.00188940194
207	0.001889387535
208	0.001889387535
209	0.001889374868
210	0.001889380691
211	0.001889380691
212	0.001889380691
213	0.001889389919
214	0.001889389919
215	0.001889389919
216	0.001889389919
217	0.001889389919
218	0.001889374842
219	0.001889374842
220	0.001889374842
221	0.001889374842
222	0.001889374842
223	0.001889374842
224	0.001889374842
225	0.001889374842
226	0.001889374842
227	0.001889374842
228	0.001889369367
229	0.001889369367
230	0.001889369367
231	0.001889358932
232	0.00188935822
233	0.00188935822
234	0.001861866935
235	0.001861858036
236	0.001861846954
237	0.001861852061
238	0.001861852061
239	0.001861850439
240	0.001861835863
241	0.001861833489
242	0.001861831277
243	0.001861813417
244	0.001861804598
245	0.001861800022
246	0.001861800022
247	0.001861800022
248	0.001861800022
249	0.001861800022
250	0.001861799638
251	0.001861799638
252	0.001861799638
253	0.001861799638
254	0.001861799638
255	0.001861799638
256	0.001861787425
257	0.001861783072
258	0.001861783072
259	0.001861783072
260	0.001861783072
261	0.001861797668
262	0.001861797668
263	0.001861782162
264	0.001861774657
265	0.001861767667
266	0.001861761292
267	0.00186175606
268	0.00186175606
269	0.001861745786
270	0.001861745786
271	0.001861738826
272	0.001861738826
273	0.001861738826
274	0.001861738826
275	0.001861738826
276	0.001861738826
277	0.001861738826
278	0.001861738826
279	0.001861738826
280	0.001861729058
281	0.001861729058
282	0.001861729058
283	0.001861729058
284	0.001861729058
285	0.001861729058
286	0.001861729058
287	0.001861729058
288	0.001861729058
289	0.001861729058
290	0.001861729058
291	0.001861729058
292	0.001861729058
293	0.001861729058
294	0.001861729058
295	0.001861729058
296	0.001861724967
297	0.001861724967
298	0.001861724967
299	0.001861724967
300	0.001861724967
301	0.001861724967
302	0.001861720967
303	0.001861720967
304	0.001861720967
305	0.001861720967
306	0.001861720967
307	0.001861713047
308	0.001861713047
309	0.001861704077
310	0.001861702097
311	0.001861702097
312	0.00186168703
313	0.00186169201
314	0.001861678313
315	0.001861682641
316	0.001861668135
317	0.001861668135
318	0.001861668135
319	0.00186165768
320	0.001861658892
321	0.001861658892
322	0.001861638785
323	0.001861629628
324	0.001861630638
325	0.001861619597
326	0.001861613637
327	0.00186161348
328	0.001861611011
329	0.001861620344
330	0.001861600606
331	0.001861600606
332	0.001861600606
333	0.001861598252
334	0.00186160446
335	0.001861585453
336	0.001861580211
337	0.001861590312
338	0.001861571448
339	0.001861554345
340	0.00186156774
341	0.001861557644
342	0.001861549673
343	0.001861547173
344	0.00186154439
345	0.00186154439
346	0.00186154439
347	0.00186154439
348	0.001861533647
349	0.001861533647
350	0.001861522429
351	0.001861518076
352	0.001861517045
353	0.001861517045
354	0.00186151955
355	0.00186151955
356	0.00186151955
357	0.001861511631
358	0.001861511631
359	0.001861508151
360	0.001861508151
361	0.001861508151
362	0.001861508151
363	0.001861508151
364	0.001861508151
365	0.001861508151
366	0.001861508151
367	0.001861508151
368	0.001861508151
369	0.001861508151
370	0.001861508151
371	0.001861508151
372	0.001861508151
373	0.001861508151
374	0.001861508151
375	0.001861508151
376	0.001861508151
377	0.001861508151
378	0.001861508151
379	0.001861508151
380	0.001861508151
381	0.001861494352
382	0.001861494352
383	0.001861494352
384	0.001861494352
385	0.001861494034
386	0.001861494034
387	0.001861494034
388	0.001861481134
389	0.001861481134
390	0.001861479104
391	0.001861479104
392	0.001861479104
393	0.001861479104
394	0.001861479104
395	0.001861479104
396	0.001861479104
397	0.001861479104
398	0.001861479104
399	0.001861479104
400	0.001861479104
401	0.001861479104
402	0.001861479104
403	0.001861479104
404	0.001861479104
405	0.001861479104
406	0.001861479104
407	0.001861479104
408	0.001861479104
409	0.001861479104
410	0.001861479104
411	0.001861474477
412	0.00186147977
413	0.001861479139
414	0.001861479139
415	0.001861479139
416	0.001861479139
417	0.001861460936
418	0.001861460936
419	0.001861460936
420	0.001861460936
421	0.001861460936
422	0.001861460936
423	0.001861460936
424	0.001861460936
425	0.001861462118
426	0.00186145043
427	0.001861450763
428	0.001861439803
429	0.001861439803
430	0.001861429297
431	0.001861429297
432	0.00186144496
433	0.001861408832
434	0.001861408832
435	0.0018614102
436	0.00186140472
437	0.00186140472
438	0.001861395351
439	0.001861395351
440	0.001861395351
441	0.001861395351
442	0.001861395351
443	0.001861395351
444	0.001861394048
445	0.001861363889
446	0.001861363889
447	0.001861363889
448	0.00186137836
449	0.001861364319
450	0.001861364319
451	0.001861364299
452	0.001861362132
453	0.001861362132
454	0.001861365778
455	0.001861371557
456	0.001861356333
457	0.001861352384
458	0.001861352384
459	0.00186134309
460	0.001861353015
461	0.001861353843
462	0.001861326604
463	0.001861334403
464	0.001861328534
465	0.001861328534
466	0.001861316831
467	0.001861310194
468	0.001861320513
469	0.001861303128
470	0.001861310795
471	0.001861310795
472	0.001861301497
473	0.001861281132
474	0.001861273551
475	0.001861273551
476	0.001861273551
477	0.001861273551
478	0.001861260919
479	0.001861260919
480	0.001861260919
481	0.001861260919
482	0.00186125563
483	0.00186125563
484	0.00186124865
485	0.00186124865
486	0.00186124865
487	0.00186124865
488	0.00186124865
489	0.00186124865
490	0.00186124865
491	0.00186124865
492	0.00186124865
493	0.001861235397
494	0.001861217557
495	0.001861217557
496	0.001861217557
497	0.001861217557
498	0.001861230902
499	0.001861230902
500	0.001861230866
501	0.001861230866
502	0.001861230866
503	0.001861212421
504	0.001861212421
505	0.001861212421
506	0.001861212421
507	0.001861212421
508	0.001861212421
509	0.001861212227
510	0.001861212227
511	0.001861190215
512	0.001861190215
513	0.001861190215
514	0.001861190215
515	0.001861190215
516	0.001861190215
517	0.001861190215
518	0.001861190215
519	0.001861190215
520	0.001861190215
521	0.001861190215
522	0.001861190215
523	0.001861190215
524	0.001861190215
525	0.001861190215
526	0.001861190215
527	0.001861190215
528	0.001861193837
529	0.001861193837
530	0.001861193837
531	0.001861184043
532	0.001861184043
533	0.001861184043
534	0.001861184043
535	0.001861184043
536	0.001861184043
537	0.001861184043
538	0.001861184043
539	0.001861184043
540	0.001861184043
541	0.001861188791
542	0.00186118325
543	0.001861175401
544	0.001861171068
545	0.001861158047
546	0.001861159845
547	0.001861156754
548	0.001861156754
549	0.001861151617
550	0.001861136414
551	0.001861136414
552	0.001861136414
553	0.001861136414
554	0.001861128197
555	0.001861131843
556	0.001861131843
557	0.001861132106
558	0.001861125348
559	0.001861107635
560	0.001861108544
561	0.001861109453
562	0.001861100301
563	0.001861112266
564	0.001861091376
565	0.001861097932
566	0.001861072092
567	0.001861069031
568	0.0018610769
569	0.001861065864
570	0.0018610674
571	0.0018610674
572	0.001861048338
573	0.001861060561
574	0.001861060561
575	0.001861051283
576	0.001861046954
577	0.00186105
578	0.001861031059
579	0.001861007916
580	0.001861015927
581	0.001861014624
582	0.001861009366
583	0.001860994148
584	0.001860993754
585	0.001860998956
586	0.001860980986
587	0.001860989471
588	0.00186099734
589	0.00186097543
590	0.00186097543
591	0.001860980369
592	0.001860981763
593	0.001860975086
594	0.001860957146
595	0.001860957146
596	0.001860957146
597	0.001860963712
598	0.001860963712
599	0.001860963712
600	0.001860957903
601	0.001860957903
602	0.001860957903
603	0.001860937205
604	0.001860937205
605	0.001860937205
606	0.001860940483
607	0.001860940483
608	0.001860948484
609	0.001860948484
610	0.001860948484
611	0.001860948484
612	0.001860948484
613	0.001860919229
614	0.001860919229
615	0.001860919229
616	0.001860919229
617	0.001860919229
618	0.001860919229
619	0.001860919229
620	0.001860919229
621	0.001860919229
622	0.001860939215
623	0.001860922487
624	0.001860922487
625	0.001860914557
626	0.001860914557
627	0.001860906466
628	0.001860901986
629	0.001860900996
630	0.001860879195
631	0.001860875907
632	0.001860864835
633	0.001860864835
634	0.001860864835
635	0.001860864835
636	0.001860870937
637	0.001860854648
638	0.001860854648
639	0.001860851183
640	0.001860836576
641	0.001860833288
642	0.001860833288
643	0.001860833288
644	0.001860831308
645	0.001860818742
646	0.001860821449
647	0.001860804296
648	0.001860823838
649	0.001860815459
650	0.001860811024
651	0.001860806266
652	0.001860792356
653	0.001860787129
654	0.001860786815
655	0.001860784532
656	0.001860774097
657	0.001860776264
658	0.001860758925
659	0.001860748939
660	0.001860755051
661	0.001860750546
662	0.001860752445
663	0.001860752445
664	0.001860752445
665	0.001860728266
666	0.001860728266
667	0.001860734378
668	0.001860733438
669	0.001860733438
670	0.001860733438
671	0.001860733438
672	0.001860733438
673	0.001860733438
674	0.001860733438
675	0.001860733438
676	0.001860733438
677	0.001860733438
678	0.001860733438
679	0.001860733438
680	0.001860733438
681	0.001860733438
682	0.001860733438
683	0.001860733438
684	0.001860733438
685	0.001860726297
686	0.001860726297
687	0.001860726297
688	0.001860726297
689	0.001860726297
690	0.001860726297
691	0.001860726297
692	0.001860726297
693	0.001860726297
694	0.001860726297
695	0.001860740105
696	0.001860716619
697	0.001860716619
698	0.001860716619
699	0.001860698012
700	0.001860698012
701	0.001860698012
702	0.001860698012
703	0.001860698012
704	0.001860698012
705	0.001860698012
706	0.001860698012
707	0.001860698012
708	0.001860698012
709	0.001860698012
710	0.001860698012
711	0.001860698012
712	0.001860698012
713	0.001860698012
714	0.001860698012
715	0.001860698012
716	0.001860698012
717	0.001860698012
718	0.001860700548
719	0.001860700548
720	0.001860700548
721	0.001860696007
722	0.001860696007
723	0.001860683602
724	0.00186069137
725	0.001860668445
726	0.001860668445
727	0.001860657232
728	0.001860657232
729	0.001860645352
730	0.001860650969
731	0.001860649075
732	0.001860634806
733	0.001860624432
734	0.001860624432
735	0.001860624432
736	0.001860624432
737	0.001860624432
738	0.001860624432
739	0.001860630755
740	0.001860630755
741	0.001860630755
742	0.001860630755
743	0.001860615308
744	0.001860615308
745	0.001860615308
746	0.001860615308
747	0.001860626152
748	0.001860605712
749	0.001860605712
750	0.001860605712
751	0.001860612692
752	0.001860612692
753	0.001860603762
754	0.001860585357
755	0.001860585357
756	0.001860610045
757	0.001860610045
758	0.001860610045
759	0.001860599166
760	0.001860596191
761	0.001860596191
762	0.001860596191
763	0.001860597863
764	0.001860593681
765	0.001860593681
766	0.001860588044
767	0.001860569174
768	0.001860569174
769	0.001860565073
770	0.001860560537
771	0.001860575119
772	0.001860562083
773	0.001860562618
774	0.001860558143
775	0.001860546774
776	0.001860543804
777	0.001860538339
778	0.001860538339
779	0.001860538339
780	0.001860539102
781	0.001860524661
782	0.001860526414
783	0.001860531793
784	0.00186051109
785	0.00186051109
786	0.001860517686
787	0.001860504867
788	0.001860504867
789	0.001860504867
790	0.00186050911
791	0.00186050911
792	0.001860496351
793	0.001860480659
794	0.001860475492
795	0.001860475492
796	0.001860475492
797	0.00186048378
798	0.001860478224
799	0.001860467668
